president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,10/15/2025,10/22/2025,3000, RV,0.782363,0,,51,47,4,47.321,49.65636,-2.335361,https://napolitannews.org/jobapproval,10/22/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,10/15/2025,10/22/2025,3000, RV,0.782363,0,,51,47,4,46.58654,49.83046,-3.243919,https://napolitannews.org/jobapproval,10/22/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/16/2025,10/22/2025,1500, LV,0.1136083,0,TRUE,48,51,-3,45.22636,52.55544,-7.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/22/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/16/2025,10/22/2025,1500, LV,0.1136083,0,TRUE,48,51,-3,44.45343,52.72619,-8.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/22/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,10/15/2025,10/22/2025,3000, RV,0.782363,0,,30,38,-8,29.33673,41.71667,-12.37994,https://napolitannews.org/jobapproval,10/22/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,10/15/2025,10/22/2025,3000, RV,0.782363,0,,21,9,12,17.45852,8.552331,8.90619,https://napolitannews.org/jobapproval,10/22/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/15/2025,10/21/2025,1500, LV,0.1140201,0,TRUE,48,50,-2,44.45343,51.72619,-7.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/21/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/15/2025,10/21/2025,1500, LV,0.1140201,0,TRUE,48,50,-2,45.22636,51.55544,-6.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/21/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,University of Massachusetts Lowell,10/16/2025,10/20/2025,1000, A,0.4348572,0,,42,58,-16,42.06847,57.53004,-15.46157,https://www.uml.edu/docs/2025-National-Oct-Topline_tcm18-411271.pdf,10/20/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Strong,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,23,42,-19,23.27994,41.93267,-18.65273,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.7149683,0,,37,57,-20,38.04517,57.3217,-19.27653,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Economy,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,42,55,-13,40.54097,55.76828,-15.22731,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.046576,0,,42,56,-14,42.51297,54.63894,-12.12597,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.5212621,0,,39,56,-17,40.59466,54.74012,-14.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.5212621,0,,39,56,-17,39.06847,55.53004,-16.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,University of Massachusetts Lowell,10/16/2025,10/20/2025,1000, A,0.4348572,0,,18,13,5,17.72152,13.20448,4.517039,https://www.uml.edu/docs/2025-National-Oct-Topline_tcm18-411271.pdf,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Immigration,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,47,51,-4,45.21712,51.64461,-6.42749,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Weak,Global Strategy Group/GBAO (Navigator Research),,10/16/2025,10/20/2025,1000, RV,0.5408474,0,,20,11,9,18.45958,10.53001,7.929569,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Economy,Quinnipiac University,,10/16/2025,10/20/2025,1327, RV,1.347819,0,,38,57,-19,38.51713,56.48076,-17.96363,https://poll.qu.edu/poll-release?releaseid=3938,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,University of Massachusetts Lowell,10/16/2025,10/20/2025,1000, A,0.4348572,0,,24,45,-21,26.03222,44.00601,-17.97379,https://www.uml.edu/docs/2025-National-Oct-Topline_tcm18-411271.pdf,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,10/16/2025,10/20/2025,1327, RV,1.347819,0,,40,54,-14,42.29878,53.33346,-11.03468,https://poll.qu.edu/poll-release?releaseid=3938,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.03516,0,,41,47,-6,42.91029,47.44202,-4.531731,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),Weak,Schoen Cooperman Research,Israel On Campus Coalition,10/15/2025,10/20/2025,1000, A,1.037046,0,,21,9,12,19.83829,8.929708,10.90858,https://drive.google.com/file/d/1XxbPBwjkAFUid15B1RtiwnOobItnUJBl/view,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.5212621,0,,24,45,-21,26.03222,44.00601,-17.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.219514,0,,28,58,-30,31.55836,57.53588,-25.97752,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,10/16/2025,10/20/2025,1327, RV,1.347819,0,,8,6,2,13.18227,8.737482,4.444788,https://poll.qu.edu/poll-release?releaseid=3938,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,10/16/2025,10/20/2025,1000, RV,0.5408474,0,,43,55,-12,43.8158,53.75008,-9.93428,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,10/14/2025,10/20/2025,1500, LV,0.1145639,0,TRUE,48,50,-2,45.22636,51.55544,-6.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,American Research Group,,10/17/2025,10/20/2025,1001, RV,0.7943001,0,,37,60,-23,40.52003,56.60283,-16.0828,https://americanresearchgroup.com/economy/,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Schoen Cooperman Research,Israel On Campus Coalition,10/15/2025,10/20/2025,1000, A,1.037046,0,,26,40,-14,26.89882,41.39608,-14.49726,https://drive.google.com/file/d/1XxbPBwjkAFUid15B1RtiwnOobItnUJBl/view,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Trade,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.183081,0,,34,51,-17,36.34616,51.43259,-15.08643,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,University of Massachusetts Lowell,10/16/2025,10/20/2025,1000, A,0.4348572,0,,42,58,-16,43.59466,56.74012,-13.14546,https://www.uml.edu/docs/2025-National-Oct-Topline_tcm18-411271.pdf,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,10/17/2025,10/20/2025,1448, RV,0.6481896,0,,43,55,-12,43.48236,54.03912,-10.55676,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.176808,0,,21,13,8,18.84753,11.53999,7.30754,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Weak,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,19,13,6,18.14171,13.05821,5.0835,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,46,53,-7,44.95339,52.909,-7.955612,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,10/16/2025,10/20/2025,1327, RV,1.347819,0,,40,54,-14,42.80436,53.13512,-10.33076,https://poll.qu.edu/poll-release?releaseid=3938,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,American Research Group,,10/17/2025,10/20/2025,1100, A,0.8080438,0,,37,60,-23,40.09618,56.79995,-16.70377,https://americanresearchgroup.com/economy/,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Global Strategy Group/GBAO (Navigator Research),,10/16/2025,10/20/2025,1000, RV,0.5408474,0,,43,55,-12,43.25455,53.87434,-10.61979,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.03516,0,,42,56,-14,43.84302,53.95902,-10.116,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Schoen Cooperman Research,Israel On Campus Coalition,10/15/2025,10/20/2025,1000, A,1.037046,0,,45,51,-6,44.86887,51.89214,-7.02327,https://drive.google.com/file/d/1XxbPBwjkAFUid15B1RtiwnOobItnUJBl/view,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,37,57,-20,36.33147,57.35378,-21.02231,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Trade,YouGov,Economist,10/17/2025,10/20/2025,1621, A,1.212715,0,,36,55,-19,37.18372,55.8136,-18.62988,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.7149683,0,,45,51,-6,45.17162,50.86853,-5.696911,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,10/14/2025,10/20/2025,1500, LV,0.1145639,0,TRUE,48,50,-2,44.45343,51.72619,-7.272758,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,10/20/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.7249648,0,,30,64,-34,30.50546,63.67575,-33.17029,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Economy,American Research Group,,10/17/2025,10/20/2025,1100, A,0.8080438,0,,34,63,-29,37.28035,59.27783,-21.99748,https://americanresearchgroup.com/economy/,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.176808,0,,21,43,-22,25.14199,43.00953,-17.86754,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,Echelon Insights,,10/16/2025,10/20/2025,1010, LV,1.368212,0,,46,53,-7,45.51046,52.73787,-7.227409,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf,10/20/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,10/16/2025,10/20/2025,1327, RV,1.347819,0,,31,48,-17,28.41897,45.10725,-16.68828,https://poll.qu.edu/poll-release?releaseid=3938,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Adults,American Research Group,,10/17/2025,10/20/2025,1100, A,0.8080438,0,,37,60,-23,38.84845,57.51831,-18.66986,https://americanresearchgroup.com/economy/,10/20/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,10/17/2025,10/20/2025,1621, A,0.5212621,0,,15,11,4,14.72152,11.20448,3.51704,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf,10/20/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Global Strategy Group/GBAO (Navigator Research),,10/16/2025,10/20/2025,1000, RV,0.5408474,0,,23,44,-21,24.91899,43.81149,-18.8925,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648,10/20/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,10/15/2025,10/20/2025,4385, A,1.03516,0,,35,52,-17,38.09627,52.00053,-13.90426,https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Adults,Schoen Cooperman Research,Israel On Campus Coalition,10/15/2025,10/20/2025,1000, A,1.037046,0,,45,51,-6,43.89146,52.35679,-8.465328,https://drive.google.com/file/d/1XxbPBwjkAFUid15B1RtiwnOobItnUJBl/view,10/20/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Economy,Global Strategy Group/GBAO (Navigator Research),,10/16/2025,10/20/2025,1000, RV,0.5408474,0,,41,56,-15,40.54255,55.43182,-14.88927,https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648,10/20/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,46,50,-4,44.11761,52.21109,-8.093479,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Adults,TIPP Insights,Issues & Insights,9/30/2025,10/2/2025,1459, A,1.697399,0,,42,46,-4,41.77566,49.25549,-7.479828,https://issuesinsights.com/2025/10/06/trumps-energetic-leadership-style-continues-to-find-solid-voter-backing-in-october-ii-tipp-poll/,10/2/2025,16:00:59  2 Apr 2026
Donald Trump (2nd term),Immigration,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,49,46,3,46.94585,48.80116,-1.855309,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:22  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,9/26/2025,10/2/2025,1500, LV,0.3399051,0,TRUE,46,52,-6,42.45343,53.72619,-11.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/2/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,46,50,-4,44.39001,52.2083,-7.818291,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,9/28/2025,10/2/2025,1943, LV,0.8400271,0,,31,43,-12,26.62962,44.40892,-17.7793,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_september_28_october_2_2025,10/2/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Trade,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,40,53,-13,38.5547,55.45981,-16.90511,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),All polls,TIPP Insights,Issues & Insights,9/30/2025,10/2/2025,1459, A,1.631191,0,,42,46,-4,42.78816,48.68738,-5.899223,https://issuesinsights.com/2025/10/06/trumps-energetic-leadership-style-continues-to-find-solid-voter-backing-in-october-ii-tipp-poll/,10/2/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,19,13,6,18.0688,11.9882,6.0806,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,27,37,-10,26.17745,40.65034,-14.47289,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,9/28/2025,10/2/2025,1943, LV,0.8400271,0,,15,9,6,16.21883,9.673255,6.545575,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_september_28_october_2_2025,10/2/2025,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,9/26/2025,10/2/2025,1500, LV,0.3399051,0,TRUE,46,52,-6,43.22636,53.55544,-10.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,10/2/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),Economy,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,43,52,-9,41.22975,54.49404,-13.26429,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Cost,Harris Insights & Analytics,Harvard CAPS,10/1/2025,10/2/2025,2413, RV,1.219908,0,,40,53,-13,36.85061,56.6697,-19.81909,https://harvardharrispoll.com/topline-september-4/,10/2/2025,16:01:25  2 Apr 2026
Donald Trump (2nd term),Voters,Hart Research,Senate Majority PAC,10/17/2025,10/19/2025,1221, LV,1.249907,0,,45,55,-10,44.74905,54.39597,-9.646919,https://senatemajority.com/wp-content/uploads/Hart-Research-SMP-Oct-24.pdf?utm_source=Sailthru&utm_medium=email&utm_campaign=10/24/25%20%20AM:&utm_term=Punchbowl%20AM%20and%20Active%20Subscribers%20from%20Memberful%20Combined,10/19/2025,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Hart Research,Senate Majority PAC,10/17/2025,10/19/2025,1221, LV,1.249907,0,,45,55,-10,44.54376,54.48332,-9.93956,https://senatemajority.com/wp-content/uploads/Hart-Research-SMP-Oct-24.pdf?utm_source=Sailthru&utm_medium=email&utm_campaign=10/24/25%20%20AM:&utm_term=Punchbowl%20AM%20and%20Active%20Subscribers%20from%20Memberful%20Combined,10/19/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,10/17/2025,10/19/2025,2200, RV,0.4795946,0,,46,51,-5,44.40576,52.55352,-8.147758,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/19/2025,16:00:37  2 Apr 2026
Donald Trump (2nd term),Trade,Morning Consult,,10/17/2025,10/19/2025,2200, RV,0.5524207,0,,44,46,-2,39.48343,53.38507,-13.90164,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/19/2025,16:01:27  2 Apr 2026
Donald Trump (2nd term),Economy,Morning Consult,,10/17/2025,10/19/2025,2200, RV,0.5524207,0,,44,48,-4,41.07255,53.02652,-11.95397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/19/2025,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,10/17/2025,10/19/2025,2200, RV,0.5471789,0,,28,42,-14,26.82487,42.77537,-15.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,10/19/2025,16:01:04  2 Apr 2026
